keywords,User,Time,Favorite count,retweets,Text
Empyreal,__Suwan__W__,2018/5/16 3:10,1,1,"#ContestAlert; Win a #kickstarter copy of the  #Empyreal #boardgame thanks to @boardgamerev and @Level99Games, Chec https://t.co/ldHJ4bvC8P"
Dessert Cuties Enamel Pins,_Backers_,2018/5/30 17:25,4,1,"Kawaii Style enamel pins featuring yummy treats, Now available for Pre-order on Kickstarter! Check out these Desser https://t.co/yfmV5LLyL0"
VERTIUM,_capergames,2018/6/4 19:39,2,2,"Had a fun #Solo game today @BSoMT_2018. We need to give the Complex 3 planets, as Rebels can now use Skirmish Cards https://t.co/gtjpWjzRJV"
1 animal for 1 dollar,_meghansmith_,2018/5/11 3:17,3,1,@melissamartinx For less then a dollar a day you could save this poor dying animal from another cold night by just https://t.co/5lqqIcyh7K
Reel Gardening,_sattva,2018/5/18 14:15,2,1,Sattva worked with @ReelGardening to design their Buy one Give one model. Check their campaign on Kickstarter to ta https://t.co/WOgIqgKMJ2
The Haunted Zoo,_WickedHeart,2018/5/17 15:38,2,1,@RukaTrue_ the zoo and aquarium. haunted house tours. voodoo and art museums. cafe du monde. chicken and watermelon https://t.co/V9XYJpHtHy
Tennibot,0pensource,2018/5/22 8:00,2,2,"Take a look at #Tennibot - a really cool #Ubuntu #Linux powered tennis ball collecting #robot.

via @BetaNews

https://t.co/cRM1O8S5zY"
HUMBGO UV,18dMedia,2018/5/15 6:56,0,1,UV Rays-Reflecting Jackets - The Humbgo UV UPF176 Super Skin Coat Prevents Unwanted Sun Exposure ( https://t.co/4ZvxG7gCrZ
A Pound of Kindness,18SportsAndy,2018/5/25 0:03,4,1,"VIDEO: ""A Pound of Kindness"" book to help children with disabilities play the game of baseball with help of Corning https://t.co/evFuOL8UGl"
Spies and Patriots 28mm Wargaming Miniatures,3DDZYN,2018/5/10 15:30,1,1,@brigadegames has put on a @kickstarter for #coldwar era #spies. Check it out: https://t.co/0V4AWuuFmf
Oh My! How We're Different,3Js3KimsYoongi,2018/5/18 3:28,1,2,we wake up every day w a different bias. last night im about joon. this morning im all about tae. jk loves his thig https://t.co/YpI1pi73QJ
DRACONIC PLAYING CARDS,4HOGS_GAMES,2018/5/22 9:22,1,1,"Last hours! 
https://t.co/RK4IJHuLjw

#playingcards #dragons #customcards #Crowdfunding #Kickstarter #poker"
COMBAR,4NewSquare,2018/6/1 16:21,2,2,"Sian Mirchandani (@SianMirchandani) of @4NewSquare, speaking out in favour of litigation funding from the COMBAR No https://t.co/saJJXgKWzc"
Prometheus Writes,4Sevens,2018/5/16 19:30,3,1,The new @darksucks Kickstarter Campaign for the Alpha Bamboo Fountain Pen just launched. Get this into your pocket https://t.co/Y48JiLizZW
Walden Hammocks,5toclose,2018/5/30 2:34,2,1,"Walden #Hammocks: 3-in-1 Hammock, Shelter, #Camping Blanket by Church #Outdoor Gear on @Kickstarter https://t.co/oG59kUHLr5"
EQUA Smart Water Bottle,893lafm,2018/6/1 3:13,0,1,An organisation in Europe has invented a bottle that can control your daily hydration. Stella Korosec  Co Founder https://t.co/S2hXNi3tz6
Steamboat Billy,8bitpxl,2018/5/28 5:07,6,2,This looks seriously cool! Steamboat Billy by @WeAreManaVoid #indiegame #gamedev #indiedev https://t.co/hbwuJWvA2f
FinalStraw,9Lamper,2018/5/15 22:37,1,2,"World's First Collapsible, Reusable Straw Fits Right On Your Keychain https://t.co/Rbbl1ZdI7f"
MotorPunk,A1GOY,2018/5/21 10:05,29,3,"Proper print mag run by proper people. And I'm doing a bit for it, but don't let that put you off. https://t.co/tvx0otBTQK"
Papa Lemon Bullying Book,AAltherrcjusd,2018/6/4 5:44,1,2,I just backed Papa Lemon Bullying Book on @Kickstarter https://t.co/woR88qeReC
Archives of the Sky,aaronareed,2018/5/27 22:12,8,3,Had a great conversation with Doc Palindrome on The Lounge podcast talking about my storytelling game Archives of t https://t.co/2f6QLnPyNA
KHUx Dandelions Acrylic Charms,aawato,2018/5/31 16:50,23,6,"RTs are appreciate &lt;3 | chibi Skuld from #khux ^ 0 ^ she will be available as a charm, but only if we reach the kic https://t.co/EfR7uBFkGx"
The Perfection Pillow,ABCDjamesbond,2018/5/28 20:14,0,1,I'm in with the chance to #win the ultimate Perfection Pillow worth Â£57 for the best night's sleep ever! Click the https://t.co/Zn63XcGVt9
