keywords,User,Time,Favorite count,retweets,Text
Tricky Tides,AppUnwrapper,2018/5/11 16:30,3,1,Tiny Bubbles: Tricky Tides Walkthrough ALL LEVELS &amp; iOS iPad Gameplay (by Pine Street Codeworks): https://t.co/1rLc3iR2ri via
Pirl Charger,AppzBay,2018/6/11 7:10,0,1,Pirl Charger  The most powerful 4 port charger. https://t.co/FGBAq4XNmL #Apps #Startup
Spellbook,ArcaneVoid,2018/6/19 2:10,11,2,"@BootlegGirl My favorite is the plot twist of several 90s video games:

""The temple/city ITSELF is the artifact/spe https://t.co/zUKF5RyjEy"
Bacanito,ArceFoLa,2018/6/11 17:44,1,1,I just backed Bacanito - Accesorios artesanales para mascotas on @Kickstarter https://t.co/MKZVtmuRbO
Villages of Valeria,AreaGamesFC,2018/5/12 17:13,2,1,"Area Games 11/05/2018: Dragon's Gold,  Villages of Valeria, Viceroy, Race for the galaxy. #TabletopGaming https://t.co/zpGMCnEgCd"
Vikingr,ArionGames,2018/6/4 9:49,2,2,Vikingr RPG Kickstarter has just six days left... https://t.co/vAeh3j8FsV
Fidgi Pen 2.0,Art6561,2018/5/30 18:09,0,1,Fidgi Pen 2.0 is popular on @Kickstarter! https://t.co/Y1oiz3YUsv
Visions of Whence,ArtByEmilyHare,2018/6/3 12:09,21,1,I just backed Visions of Whence on @Kickstarter https://t.co/oarkeV5sXZ It's SO SO beautiful!
Ladies of the Months Coloring Book by Angela R. Sasser,artbyRena,2018/5/21 23:43,1,1,"Ladies of the Months Coloring Book by Angela R. Sasser, via @Kickstarter https://t.co/e2COW1JG5n"
LEMURO,ArtfulIphone,2018/6/8 22:53,2,1,Lemuro launches line of high-end iPhone accessory lenses https://t.co/dI0XjREYOf
CLRCASE,artofrecords,2018/5/10 19:48,4,2,CLRCASE has been awarded the project we love badge by @kickstarter! Thanks to the #vinyl community for all of the https://t.co/IDdkC1VSK9
SuperEmoFriends,asadayaz,2018/5/10 3:09,2,1,Nice job @SuperEmoFriends https://t.co/pNgeOiupaz
The Black Hack RPG Second Edition,Asako_Soh,2018/6/10 22:02,9,2,"The Black Hack RPG Second Edition

 https://t.co/SU1SuD22zM, via Kickstarter"
Creatures of Vathis,ashessocks,2018/5/27 16:18,4,1,I had the opportunity to chat with Dave from Nerdarchy about Creatures of Vathis! Thank you for adding us to this l https://t.co/ESyqfb8cJN
Japanese Mythos Enamel Pins,AskSweetCream,2018/5/18 16:20,2,1,"Kappa unlocked yesterday! A little under halfway to Kasa-Obake (Umbrella Demon)
https://t.co/DlXhDFUIIw https://t.co/CsODUpindC"
Mom-and-Pops of the L.E.S.,AstorPlaceNYC,2018/6/5 20:40,11,3,We're supporting the amazing @JamesandKarla on their Mom-and-Pops of the L.E.S. Public Art project and you can too! https://t.co/r3kYZihgM3
Monster Grrrls,astralruby,2018/5/25 18:42,3,2,"Monster Grrrls!!! Enamel Pins

 https://t.co/akHRVDXicn, via Kickstarter"
The Visual Facilitation Field Guide,atassani,2018/5/24 10:11,6,1,"You can still back ""The Visual Facilitation Field Guide"" book, with content from @loosetooth and @rohdesign, among https://t.co/JopAa6TutN"
Table Top AR,athomas_tr,2018/6/1 21:46,6,2,"Please support this @kickstarter project coming from @StartupAggies
Check out Table Top AR by STAG: Southern Trans- https://t.co/SaPhG2lhVg"
ATOS,AtosITChallenge,2018/6/12 6:08,0,2,Have you discovered the 3 finalists of the 2018#AtosITChallenge edition dedicated to #chatbots &amp; #AI? https://t.co/qhN5TUE8uT
EOS 10 Season Three,AtriusEndures,2018/5/10 18:31,5,1,"Is this the real life @its_eos10?  EOS10 Kickstarter for... SEASON 3!?!?!

https://t.co/nBEMXaYIDS"
RED HOT AMERICAN BOYS,AttitudeMag,2018/6/8 8:00,48,3,"The Red Hot boys are back - and this time they're heading Stateside:

https://t.co/hBMW3TgNAT https://t.co/IvlTOec91M"
eufy EverCam,AudiMidtown,2018/5/26 15:35,0,1,"A @KickStarter you might want to get behind: EverCam, a wireless security camera with a 365-day battery life  https://t.co/jLQzeR1W8z"
Project Aurora,AuroraProjectIn,2018/6/11 20:29,0,1,"Something for everyone!  Just a few of the silent auction packages that guests will have an opportunity to bid 
on https://t.co/Sx7eMhlRHn"
